Hours since 1 January 2017 00:00,Measured grid demand (MW)
867,5892.89
867.5,5879.68
868,5859.58
868.5,5910.79
869,5999.43
869.5,6166.66
870,6300.93
870.5,6578.05
871,6752.6
871.5,7225.43
872,7396.53
872.5,7512.37
873,7599.71
873.5,7647.59
874,7676.28
874.5,7668.59
875,7717.93
875.5,7806.91
876,7898.62
876.5,8038.83
877,8128.84
877.5,8193.94
878,8339.48
878.5,8388.8
879,8416.95
879.5,8517.72
880,8608.96
880.5,8761
881,8832.36
881.5,8887.44
882,8945
882.5,8877.15
883,8907.01
883.5,8943.44
884,8817.83
884.5,8617.75
885,8327.86
885.5,8115.11
886,7757.53
886.5,7354.43
887,7131.75
887.5,6883.77
888,6548.27
888.5,6428.13
889,6385.65
889.5,6282.94
890,6166.89
890.5,6136.23
891,6105.1
891.5,6086.4
892,6018.16
892.5,6077.18
893,6140.6
893.5,6326.43
894,6434.9
894.5,6734.27
895,7071.59
895.5,7345.88
896,7568.54
896.5,7654.7
897,7730.09
897.5,7743.44
898,7792.14
898.5,7814.39
899,7880.05
899.5,7954.66
900,8022.42
900.5,8103.12
901,8206.8
901.5,8326.92
902,8432.46
902.5,8480.39
903,8601.87
903.5,8685.83
904,8827.35
904.5,8918.89
905,9044.12
905.5,8988.2
906,8923.49
906.5,8817.3
907,8834.06
907.5,8848.21
908,8743.5
908.5,8571.47
909,8315.28
909.5,8100.74
910,7780.24
910.5,7367.24
911,7153.04
911.5,6912.32
912,6590.95
912.5,6484.6
913,6393.57
913.5,6280.03
914,6137.37
914.5,6130.72
915,6113.4
915.5,6104.48
916,6078.2
916.5,6120.71
917,6198.62
917.5,6337.07
918,6462.53
918.5,6712.16
919,7046.86
919.5,7457.3
920,7616.39
920.5,7692.93
921,7747.67
921.5,7740.72
922,7700.96
922.5,7736.01
923,7779.95
923.5,7840.63
924,7890.21
924.5,8001.94
925,8043.05
925.5,8075.4
926,8117.61
926.5,8203.12
927,8231.33
927.5,8269.72
928,8366.19
928.5,8521.11
929,8616.39
929.5,8578.68
930,8534.12
930.5,8431.2
931,8497.91
931.5,8512.16
932,8444.18
932.5,8261.68
933,7997.44
933.5,7818.72
934,7548.18
934.5,7117.38
935,6951.79
935.5,6733.45
936,6412.82
936.5,6294.96
937,6215.13
937.5,6111.11
938,6034.6
938.5,5971.04
939,5959.11
939.5,5929.9
940,5913.43
940.5,5963.83
941,6018.46
941.5,6202.62
942,6341.46
942.5,6585.2
943,6878.81
943.5,7240.48
944,7417.66
944.5,7536.56
945,7578.82
945.5,7549.12
946,7560.18
946.5,7578.28
947,7610.77
947.5,7649.16
948,7654.98
948.5,7697.25
949,7757.79
949.5,7844.84
950,7933.68
950.5,8000.59
951,8113.72
951.5,8184.86
952,8375.91
952.5,8394.45
953,8477.62
953.5,8503
954,8375.03
954.5,8440.92
955,8514.22
955.5,8627.39
956,8556.28
956.5,8423.94
957,8134.79
957.5,7872.79
958,7603.37
958.5,7187.8
959,7033.31
959.5,6793.42
960,6492.45
960.5,6366.09
961,6244.55
961.5,6146.19
962,6028.94
962.5,6043.4
963,6051.04
963.5,6032.07
964,6008.31
964.5,6010.82
965,6085.5
965.5,6244.57
966,6389.33
966.5,6632.02
967,6874.56
967.5,7315.98
968,7466.23
968.5,7529.81
969,7588.64
969.5,7629.91
970,7691.5
970.5,7715.94
971,7729.58
971.5,7775.79
972,7866.36
972.5,7951.36
973,8089.94
973.5,8159.93
974,8241.44
974.5,8341.89
975,8399.33
975.5,8462.51
976,8579.74
976.5,8609.32
977,8752.6
977.5,8638.05
978,8523.75
978.5,8360.15
979,8429.86
979.5,8482.26
980,8460.54
980.5,8316.89
981,8071.58
981.5,7883.67
982,7616.67
982.5,7317.52
983,7134.37
983.5,6818.54
984,6476.05
984.5,6379.6
985,6260.24
985.5,6108.64
986,6035.03
986.5,5990.86
987,5955.23
987.5,5937.96
988,5905.27
988.5,5912.82
989,5929.28
989.5,6027.27
990,6038.66
990.5,6112.97
991,6277.9
991.5,6515.48
992,6626.42
992.5,6811.04
993,6981.74
993.5,7115.56
994,7189.95
994.5,7282.51
995,7433.4
995.5,7546.15
996,7706.33
996.5,7706.93
997,7843.65
997.5,8059.57
998,8179.33
998.5,8265.84
999,8276.78
999.5,8384.03
1000,8515.13
1000.5,8627.26
1001,8690.97
1001.5,8752.26
1002,8683.74
1002.5,8579.15
1003,8601.78
1003.5,8632.57
1004,8561.26
1004.5,8377.76
1005,8134.64
1005.5,7976.94
1006,7658.59
1006.5,7412.87
1007,7198.66
1007.5,6949.78
1008,6591.98
1008.5,6530.37
1009,6415.99
1009.5,6290.11
1010,6183.49
1010.5,6113.61
1011,6082.84
1011.5,6054.04
1012,6023.87
1012.5,6011.28
1013,5955.47
1013.5,5986.8
1014,5959.53
1014.5,6072.79
1015,6148.14
1015.5,6348.17
1016,6468.3
1016.5,6700.36
1017,6884.78
1017.5,7071.09
1018,7258.2
1018.5,7506.35
1019,7676.15
1019.5,7905.08
1020,8052.9
1020.5,8271.87
1021,8429.71
1021.5,8520.6
1022,8633.19
1022.5,8689.21
1023,8866.76
1023.5,8965.7
1024,9121.34
1024.5,9182.01
1025,9260.44
1025.5,9368.82
1026,9296.26
1026.5,9228.58
1027,9232.71
1027.5,9232.51
1028,9119.88
1028.5,9033.18
1029,8750.3
1029.5,8463.55
1030,8137.79
1030.5,7830.19
1031,7533.67
1031.5,7233.13
1032,6874.88
1032.5,6739.89
1033,6653.51
1033.5,6571.01
1034,6500.19
1034.5,6523.19
1035,6470.52
1035.5,6448.22
1036,6319.64
1036.5,6215
1037,6267.72
1037.5,6530.93
1038,6683.53
1038.5,6987.37
1039,7266.68
1039.5,7741.85
1040,8006.2
1040.5,8103.83
1041,8215.59
1041.5,8303.54
1042,8463.04
1042.5,8497.81
1043,8590.46
1043.5,8692.35
1044,8791.62
1044.5,8936.11
1045,9043.48
1045.5,9117.72
1046,9156.7
1046.5,9188.94
1047,9283.69
1047.5,9258.65
1048,9293.55
1048.5,9260.75
1049,9271.77
1049.5,9138.35
1050,8959.01
1050.5,8749.89
1051,8730.86
1051.5,8622.53
1052,8427.8
1052.5,8335.41
1053,8223.21
1053.5,7984.56
1054,7691.72
1054.5,7260.89
1055,7084.78
1055.5,6936.4
1056,6628.78
1056.5,6509.02
1057,6463.19
1057.5,6338.79
1058,6204.66
1058.5,6147.33
1059,6133.26
1059.5,6111.13
1060,6080.11
1060.5,6131.01
1061,6161.97
1061.5,6387.19
1062,6545.23
1062.5,6844.27
1063,7149.96
1063.5,7490.16
1064,7653.97
1064.5,7714.65
1065,7740.55
1065.5,7830.67
1066,7876.54
1066.5,7916.69
1067,7946.07
1067.5,7878.04
1068,7836.86
1068.5,7849.24
1069,7931.88
1069.5,7982.15
1070,8038.43
1070.5,8014.85
1071,8100.78
1071.5,8167.56
1072,8210.96
1072.5,8279.69
1073,8368.97
1073.5,8375.08
1074,8289.53
1074.5,8218.2
1075,8303.13
1075.5,8393.99
1076,8297.81
1076.5,8110.5
1077,7815.89
1077.5,7634.72
1078,7365.84
1078.5,7065.82
1079,6926.68
1079.5,6685.47
1080,6348.07
1080.5,6184.09
1081,6106.72
1081.5,5970.48
1082,5902.43
1082.5,5889.03
1083,5875.65
1083.5,5830.15
1084,5810.02
1084.5,5876.02
1085,5922.28
1085.5,6075.51
1086,6210.71
1086.5,6507.01
1087,6822.27
1087.5,7149.6
1088,7326.82
1088.5,7345.13
1089,7409.55
1089.5,7476.05
1090,7494.77
1090.5,7543.91
1091,7582.55
1091.5,7679.87
1092,7782.34
1092.5,7749.35
1093,7686.62
1093.5,7749.68
1094,7779.73
1094.5,7802.68
1095,7889.12
1095.5,7886.42
1096,7997.45
1096.5,8104.46
1097,8155.19
1097.5,8146.09
1098,8117.19
1098.5,8083.79
1099,8176.64
1099.5,8211.15
1100,8101.57
1100.5,7930.57
1101,7687
1101.5,7430.89
1102,7191.16
1102.5,6970.96
1103,6789.66
1103.5,6586.98
1104,6256.76
1104.5,6107.66
1105,6022.39
1105.5,5903.97
1106,5817.62
1106.5,5791.98
1107,5791.3
1107.5,5779.65
1108,5768.61
1108.5,5819.92
1109,5884.1
1109.5,6081.11
1110,6246.6
1110.5,6542.67
1111,6815.91
1111.5,7169.11
1112,7247.24
1112.5,7273.25
1113,7299.13
1113.5,7388.36
1114,7376.85
1114.5,7378.61
1115,7400.73
1115.5,7433.48
1116,7445.05
1116.5,7505.09
1117,7587.94
1117.5,7726.14
1118,7758.91
1118.5,7855.64
1119,7884.63
1119.5,7949.37
1120,8107.9
1120.5,8228.38
1121,8334.36
1121.5,8356.56
1122,8313.53
1122.5,8289.48
1123,8369.38
1123.5,8359.51
1124,8223.07
1124.5,8066.42
1125,7761.68
1125.5,7498.78
1126,7216.09
1126.5,6952.33
1127,6825.72
1127.5,6546.42
1128,6264.73
1128.5,6102.16
1129,6006.9
1129.5,5887.26
1130,5791.01
1130.5,5758.68
1131,5772.36
1131.5,5759.31
1132,5734.39
1132.5,5790.08
1133,5877.42
1133.5,6049.36
1134,6188.54
1134.5,6531.35
1135,6787.46
1135.5,7083.65
1136,7185.98
1136.5,7258.01
1137,7296.73
1137.5,7335.51
1138,7386.01
1138.5,7350.48
1139,7329.19
1139.5,7326.41
1140,7457.04
1140.5,7547.27
1141,7660.83
1141.5,7739.39
1142,7849.17
1142.5,7930.93
1143,8026.45
1143.5,8077.27
1144,8314.32
1144.5,8421.95
1145,8515.84
1145.5,8441.51
1146,8291.72
1146.5,8121.69
1147,8210.21
1147.5,8189.17
1148,8055.71
1148.5,7886.2
1149,7664.88
1149.5,7427.4
1150,7201.09
1150.5,6949.28
1151,6859.64
1151.5,6634.11
1152,6301.47
1152.5,6145.93
1153,6028.63
1153.5,5896.99
1154,5839.92
1154.5,5826.71
1155,5784.97
1155.5,5765.41
1156,5772.3
1156.5,5779.65
1157,5806.59
1157.5,5840.82
1158,5858.65
1158.5,5969.04
1159,6052.4
1159.5,6196.07
1160,6259.44
1160.5,6461.8
1161,6536.57
1161.5,6586.25
1162,6621.1
1162.5,6699.53
1163,6708.7
1163.5,6761.14
1164,6863.13
1164.5,6945.21
1165,7078.59
1165.5,7242.65
1166,7260.56
1166.5,7362.39
1167,7482.69
1167.5,7590.28
1168,7767.28
1168.5,7903.78
1169,8046.94
1169.5,8063.48
1170,8043.43
1170.5,8008.08
1171,8074.28
1171.5,8051.88
1172,7983.47
1172.5,7760.24
1173,7545.59
1173.5,7377.85
1174,7175.1
1174.5,7012.23
1175,6954.39
1175.5,6728.29
1176,6392.98
1176.5,6241.32
1177,6166.01
1177.5,6068.49
1178,5926.93
1178.5,5920.84
1179,5855.38
1179.5,5795.77
1180,5742.43
1180.5,5752.04
1181,5751.47
1181.5,5771.39
1182,5707.95
1182.5,5809.72
1183,5861.32
1183.5,6052.47
1184,6103.4
1184.5,6188.15
1185,6249.75
1185.5,6360.89
1186,6446.12
1186.5,6528.14
1187,6672.59
1187.5,6785.1
1188,6919.53
1188.5,7085.42
1189,7284.53
1189.5,7532.05
1190,7683.37
1190.5,7753.32
1191,7804.88
1191.5,7910.93
1192,7900.78
1192.5,7862.46
1193,7870.82
1193.5,7905.88
1194,7867.41
1194.5,7883.46
1195,7954.2
1195.5,7836.3
1196,7735.36
1196.5,7574.36
1197,7266.74
1197.5,7094.63
1198,6891.51
1198.5,6703.4
1199,6579.32
1199.5,6379.65
1200,6077.07
1200.5,5925.28
1201,5867.61
1201.5,5787.79
1202,5714.19
1202.5,5728.68
1203,5685.47
1203.5,5700.12
1204,5678.3
1204.5,5736.57
1205,5781.72
1205.5,5979.07
1206,6128.7
1206.5,6450.36
1207,6789.27
1207.5,7105.23
1208,7218.97
1208.5,7232.7
1209,7235.88
1209.5,7218.71
1210,7227.66
1210.5,7230.92
1211,7230.51
1211.5,7319.56
1212,7397.42
1212.5,7503.87
1213,7564.13
1213.5,7624.4
1214,7694.64
1214.5,7812.13
1215,7904.53
1215.5,7893.87
1216,8078.61
1216.5,8283.76
1217,8339.58
1217.5,8361.17
1218,8286.84
1218.5,8187.41
1219,8307.79
1219.5,8305.58
1220,8162.47
1220.5,8017.08
1221,7736.87
1221.5,7513.74
1222,7322.31
1222.5,6986.95
1223,6858.49
1223.5,6606.32
1224,6304.68
1224.5,6126.99
1225,5990.44
1225.5,5913.52
1226,5839.17
1226.5,5805.18
1227,5802.37
1227.5,5785.92
1228,5811.11
1228.5,5811.66
1229,5873.05
1229.5,6052.34
1230,6222.41
1230.5,6527.24
1231,6798.11
1231.5,7168.75
1232,7229.76
1232.5,7321.94
1233,7283.32
1233.5,7304.65
1234,7378.93
1234.5,7367.68
1235,7406.48
1235.5,7445.08
1236,7513.43
1236.5,7603.92
1237,7654.52
1237.5,7742.08
1238,7824.73
1238.5,7927.62
1239,8025.89
1239.5,8062.67
1240,8207.45
1240.5,8339.92
1241,8374.67
1241.5,8275.19
1242,8191.2
1242.5,8121.36
1243,8276.3
1243.5,8249
1244,8141.19
1244.5,8010.18
1245,7731.57
1245.5,7509.52
1246,7272.25
1246.5,6991.1
1247,6838.26
1247.5,6610.03
1248,6291.48
1248.5,6117.39
1249,6042.61
1249.5,5895.54
1250,5853.48
1250.5,5830.39
1251,5783.78
1251.5,5750.39
1252,5733.17
1252.5,5774.23
1253,5828.95
1253.5,6045.57
1254,6217.56
1254.5,6526.02
1255,6770.65
1255.5,7081.51
1256,7127.84
1256.5,7168.02
1257,7212.13
1257.5,7218.58
1258,7225.36
1258.5,7261.95
1259,7267.41
1259.5,7235.29
1260,7270.06
1260.5,7318.92
1261,7383.04
1261.5,7439.52
1262,7499.91
1262.5,7500.78
1263,7471.3
1263.5,7510.51
1264,7632.13
1264.5,7726.26
1265,7849.06
1265.5,7852.66
1266,7775.17
1266.5,7721.5
1267,7933.41
1267.5,7934.49
1268,7830.78
1268.5,7690.58
1269,7419.79
1269.5,7242.61
1270,7010.27
1270.5,6778.18
1271,6634.45
1271.5,6421.83
1272,6102.49
1272.5,5979.43
1273,5843.91
1273.5,5758.88
1274,5697.37
1274.5,5665.36
1275,5639.07
1275.5,5647.25
1276,5646.73
1276.5,5719.26
1277,5781.08
1277.5,5932.86
1278,6035.72
1278.5,6328.2
1279,6633.73
1279.5,6962.04
1280,7030.47
1280.5,7023.45
1281,6969.65
1281.5,7011.03
1282,6996.15
1282.5,7034.94
1283,7110.2
1283.5,7166.41
1284,7241.74
1284.5,7229.37
1285,7300.69
1285.5,7361.31
1286,7390.21
1286.5,7493.16
1287,7552.16
1287.5,7632.32
1288,7795.58
1288.5,7940.56
1289,8070.57
1289.5,8097.3
1290,8031.17
1290.5,8028.61
1291,8231.09
1291.5,8205.71
1292,8083.53
1292.5,7931.62
1293,7661.8
1293.5,7386.51
1294,7090.9
1294.5,6869.74
1295,6750.62
1295.5,6539.78
1296,6232.64
1296.5,6061.77
1297,5954.6
1297.5,5817.74
1298,5738.81
1298.5,5739.01
1299,5736.98
1299.5,5691.73
1300,5717.67
1300.5,5755.56
1301,5779.86
1301.5,5971.34
1302,6132.64
1302.5,6415.66
1303,6678.76
1303.5,6952.59
1304,7022.21
1304.5,7055.64
1305,7036.1
1305.5,7044.73
1306,7095.51
1306.5,7146.95
1307,7183.79
1307.5,7230.92
1308,7276.32
1308.5,7353.71
1309,7378.34
1309.5,7422.08
1310,7432.99
1310.5,7563.64
1311,7635.25
1311.5,7711.68
1312,7871.38
1312.5,8029.51
1313,8157.86
1313.5,8090.72
1314,7948.09
1314.5,7837.73
1315,7950.62
1315.5,7950.75
1316,7856.97
1316.5,7656.13
1317,7458.15
1317.5,7255.89
1318,7035.84
1318.5,6821.5
1319,6763.6
1319.5,6522.18
1320,6238.55
1320.5,6074.13
1321,5973.75
1321.5,5821
1322,5747.14
1322.5,5721.65
1323,5716.43
1323.5,5673.12
1324,5641.41
1324.5,5673.11
1325,5667.22
1325.5,5702.71
1326,5708.4
1326.5,5811.66
1327,5949.47
1327.5,6115.69
1328,6122.29
1328.5,6259.69
1329,6312
1329.5,6312.51
1330,6323.71
1330.5,6307.37
1331,6386.78
1331.5,6424.18
1332,6514.28
1332.5,6582.51
1333,6627.24
1333.5,6694.19
1334,6780.12
1334.5,6831.74
1335,6930.65
1335.5,7026.02
1336,7169.98
1336.5,7278.92
1337,7490.06
1337.5,7536.06
1338,7489.82
1338.5,7434.72
1339,7527.95
1339.5,7490.46
1340,7383.84
1340.5,7219.49
1341,6993.28
1341.5,6881.4
1342,6697.14
1342.5,6525.67
1343,6480.57
1343.5,6269.01
1344,6027.56
1344.5,5870.92
1345,5787.3
1345.5,5637.59
1346,5581.49
1346.5,5549.35
1347,5483.61
1347.5,5469.47
1348,5472.71
1348.5,5479.78
1349,5464.74
1349.5,5518.61
1350,5464.36
1350.5,5541.29
1351,5587.86
1351.5,5742.5
1352,5809.07
1352.5,5906.33
1353,5996.36
1353.5,6085.68
1354,6177.89
1354.5,6154.66
1355,6120.83
1355.5,6128.16
1356,6222.3
1356.5,6228.24
1357,6288.61
1357.5,6363.12
1358,6470.47
1358.5,6633.02
1359,6728.3
1359.5,6801.61
1360,6883.91
1360.5,6913.24
1361,7077.32
1361.5,7221.52
1362,7313.35
1362.5,7391.24
1363,7578.77
1363.5,7508.71
1364,7410.14
1364.5,7273.76
1365,7021.46
1365.5,6913.09
1366,6663.45
1366.5,6466.47
1367,6384.16
1367.5,6212.59
1368,5922.34
1368.5,5816.99
1369,5742.08
1369.5,5611.36
1370,5570.16
1370.5,5525.9
1371,5547.83
1371.5,5515.69
1372,5508.03
1372.5,5578.37
1373,5625.38
1373.5,5858.57
1374,6071.83
1374.5,6377.92
1375,6665.36
1375.5,6963.55
1376,6989.29
1376.5,7094.84
1377,7090.28
1377.5,7079.04
1378,7036.32
1378.5,7092.78
1379,7152.79
1379.5,7160.71
1380,7205.63
1380.5,7217.28
1381,7156.57
1381.5,7186.72
1382,7234.52
1382.5,7241.97
1383,7234.31
1383.5,7304.92
1384,7457.34
1384.5,7563.29
1385,7647.24
1385.5,7676.21
1386,7629.57
1386.5,7610.52
1387,7750.76
1387.5,7735.44
1388,7548.34
1388.5,7411
1389,7182.2
1389.5,6979.12
1390,6813.56
1390.5,6518.51
1391,6470.04
1391.5,6288.34
1392,5981.93
1392.5,5843.66
1393,5729.14
1393.5,5597.55
1394,5553.34
1394.5,5520.17
1395,5527.16
1395.5,5504.33
1396,5488.05
1396.5,5517.99
1397,5635.08
1397.5,5795.86
1398,5989.07
1398.5,6270.24
1399,6557.39
1399.5,6794.06
1400,6802.52
1400.5,6816.26
1401,6755.49
1401.5,6782.32
1402,6815.6
1402.5,6825.8
1403,6942.68
1403.5,6989.8
1404,7047.68
1404.5,7146.18
1405,7186.34
1405.5,7184.64
1406,7277.36
1406.5,7342.82
1407,7424.7
1407.5,7536.43
1408,7687.52
1408.5,7818.54
1409,7899.14
1409.5,7869.99
1410,7817.82
1410.5,7796.86
1411,7966.01
1411.5,7898.23
1412,7802.09
1412.5,7655.55
1413,7396.23
1413.5,7203.45
1414,6968.05
1414.5,6729
1415,6601.85
1415.5,6398.1
1416,6112.49
1416.5,5961.55
1417,5913.1
1417.5,5757.92
1418,5699.51
1418.5,5687.35
1419,5663.58
1419.5,5627.88
1420,5591.43
1420.5,5692.08
1421,5751.55
1421.5,5951.79
1422,6090.93
1422.5,6403.33
1423,6699.89
1423.5,6999.65
1424,6989.68
1424.5,7082.54
1425,7042.92
1425.5,7123.75
1426,7187.93
1426.5,7205.07
1427,7243.91
1427.5,7275.03
1428,7359.49
1428.5,7420.29
1429,7500.39
1429.5,7587.26
1430,7680.48
1430.5,7779.01
1431,7832.84
1431.5,7939.37
1432,8054.21
1432.5,8072.18
1433,8136.8
1433.5,8088.15
1434,8029.37
1434.5,7977.12
1435,8186.92
1435.5,8124.31
1436,8021.07
1436.5,7862.74
1437,7619.19
1437.5,7435.98
1438,7163.51
1438.5,6894.79
1439,6789.05
1439.5,6547.62
1440,6201.88
1440.5,5844.52
1441,5835.97
1441.5,5777.3
1442,5765.49
1442.5,5745.75
1443,5738.18
1443.5,5699.21
1444,5719.77
1444.5,5769.18
1445,5827.86
1445.5,6034.33
1446,6220.22
1446.5,6513.15
1447,6798.09
1447.5,7117.41
1448,7106.17
1448.5,7097.93
1449,7219.45
1449.5,7357.27
1450,7446.61
1450.5,7460.76
1451,7440.31
1451.5,7461.51
1452,7559.73
1452.5,7639.39
1453,7717.53
1453.5,7742.33
1454,7817.94
1454.5,7914.33
1455,7934.16
1455.5,7984
1456,8065.85
1456.5,8121.01
1457,8209.23
1457.5,8236.15
1458,8195.03
1458.5,8217.69
1459,8402.23
1459.5,8359.68
1460,8236.03
1460.5,8103.71
1461,7828.23
1461.5,7608.57
1462,7320.97
1462.5,7028.42
1463,6883.3
1463.5,6623.03
1464,6279.7
1464.5,6101.19
1465,6021.24
1465.5,5904.66
1466,5820.86
1466.5,5757.89
1467,5756.07
1467.5,5718.34
1468,5718.44
1468.5,5810.31
1469,5862.6
1469.5,6048.09
1470,6182.8
1470.5,6499.38
1471,6753.84
1471.5,7053.04
1472,7114.6
1472.5,7142.23
1473,7224.57
1473.5,7336.04
1474,7384.84
1474.5,7399.57
1475,7447.35
1475.5,7499.96
1476,7574.31
1476.5,7668.08
1477,7753.61
1477.5,7819.6
1478,7847.77
1478.5,7905.3
1479,7966.49
1479.5,8034.49
1480,8112.39
1480.5,8207.73
1481,8228.74
1481.5,8138.87
1482,8027.05
1482.5,7935.98
1483,8128.87
1483.5,8051.49
1484,7910.41
1484.5,7768.43
1485,7555.76
1485.5,7384.74
1486,7186.43
1486.5,7000.97
1487,6873.09
1487.5,6647.39
1488,6316.59
1488.5,6136.29
1489,6052.52
1489.5,5943.07
1490,5854.05
1490.5,5786.29
1491,5793.52
1491.5,5759.77
1492,5744.21
1492.5,5747.4
1493,5776.12
1493.5,5844.77
1494,5876.03
1494.5,5984.78
1495,6125.4
1495.5,6330.93
1496,6369.49
1496.5,6447.74
1497,6573.4
1497.5,6703.94
1498,6773.27
1498.5,6862.6
1499,6839.71
1499.5,6849.9
1500,6826.95
1500.5,6847.27
1501,6908.51
1501.5,6929.93
1502,7023.85
1502.5,7154.06
1503,7244.42
1503.5,7279.35
1504,7383.95
1504.5,7444.16
1505,7503.3
1505.5,7484.3
1506,7444.36
1506.5,7541.07
1507,7672.07
1507.5,7573.51
1508,7500.06
1508.5,7372.9
1509,7183.72
1509.5,7046.02
1510,6864.42
1510.5,6738.2
1511,6653.25
1511.5,6475.76
1512,6176.77
1512.5,6058.66
1513,5927.86
1513.5,5775.77
1514,5680.62
1514.5,5635.77
1515,5612.56
1515.5,5614.1
1516,5577.58
1516.5,5595.28
1517,5596.92
1517.5,5648.86
1518,5636.29
1518.5,5728.43
1519,5833.7
1519.5,5911.34
1520,5973.13
1520.5,6095.41
1521,6234.55
1521.5,6333.46
1522,6379.46
1522.5,6478.09
1523,6590.54
1523.5,6677.08
1524,6740.41
1524.5,6814.41
1525,6893.17
1525.5,7004.79
1526,7152.56
1526.5,7286.03
1527,7397.05
1527.5,7545.36
1528,7714.5
1528.5,7803.22
1529,7929.51
1529.5,8026.57
1530,8054.09
1530.5,8110.91
1531,8229.56
1531.5,8117.54
1532,8011.6
1532.5,7820.13
1533,7536.95
1533.5,7333.96
1534,7080.44
1534.5,6839.2
1535,6734.25
1535.5,6492.73
1536,6176.04
1536.5,6009.81
1537,5929.47
1537.5,5840.89
1538,5759.76
1538.5,5717.59
1539,5681.62
1539.5,5678.79
1540,5658.09
1540.5,5737.51
1541,5830.54
1541.5,6012.42
1542,6133.81
1542.5,6487.26
1543,6773.15
1543.5,7115.99
1544,7208.19
1544.5,7279.96
1545,7337.98
1545.5,7388.42
1546,7380.37
1546.5,7445.17
1547,7507.9
1547.5,7672.38
1548,7776.17
1548.5,7862.56
1549,7919.76
1549.5,8009.44
1550,8048.09
1550.5,8104.93
1551,8164.47
1551.5,8183.35
1552,8310.65
1552.5,8491.66
1553,8555.77
1553.5,8507.13
1554,8474.52
1554.5,8426.25
1555,8635.63
1555.5,8491.35
1556,8347.15
1556.5,8163.86
1557,7897.22
1557.5,7657.25
1558,7342.03
1558.5,7061.38
1559,6918.81
1559.5,6662.25
1560,6371.35
1560.5,6255.66
1561,6089.59
1561.5,5994.23
1562,5931.38
1562.5,5927.28
1563,5888.18
1563.5,5903.17
1564,5881.64
1564.5,5895.43
1565,5946.74
1565.5,6140.5
1566,6315.12
1566.5,6601.63
1567,6918.88
1567.5,7204.02
1568,7240.3
1568.5,7241.89
1569,7212.71
1569.5,7264.86
1570,7264.04
1570.5,7283.76
1571,7311.24
1571.5,7333.41
1572,7372.74
1572.5,7435.29
1573,7515.43
1573.5,7659.32
1574,7755.51
1574.5,7796.53
1575,7844.42
1575.5,7905.74
1576,8037.78
1576.5,8169.23
1577,8283.24
1577.5,8265.65
1578,8116.68
1578.5,8113.71
1579,8336.99
1579.5,8191.46
1580,8011.25
1580.5,7797.05
1581,7512.31
1581.5,7296.83
1582,7064.7
1582.5,6830.26
1583,6721.33
1583.5,6463.27
1584,6140.31
1584.5,6019.6
1585,5900.24
1585.5,5807.56
1586,5727.69
1586.5,5701.09
1587,5645.72
1587.5,5628.61
1588,5662.08
1588.5,5725.64
1589,5747.63
1589.5,5915.83
1590,6093.42
1590.5,6388.06
1591,6642.07
1591.5,6931.93
1592,6961.12
1592.5,6971.35
1593,6929.35
1593.5,6911.56
1594,6974.67
1594.5,6948.47
1595,6997.31
1595.5,6976.32
1596,6992.04
1596.5,7041.51
1597,7012.54
1597.5,7100.04
1598,7172.28
1598.5,7242.99
1599,7345.54
1599.5,7490.73
1600,7506.1
1600.5,7561.34
1601,7634.12
1601.5,7622.5
1602,7595.47
1602.5,7616.88
1603,7862.94
1603.5,7706.17
1604,7597.88
1604.5,7498.69
1605,7253.72
1605.5,7071.98
1606,6823.43
1606.5,6591.82
1607,6514.58
1607.5,6301.56
1608,5997.23
1608.5,5847.33
1609,5725.72
1609.5,5648.31
1610,5616.47
1610.5,5586.73
1611,5581.03
1611.5,5593.32
1612,5577.24
1612.5,5627.68
1613,5687.03
1613.5,5868.89
1614,6056.02
1614.5,6396.15
1615,6637.53
1615.5,6904.96
1616,6840.14
1616.5,6781.14
1617,6790.37
1617.5,6791.12
1618,6720.16
1618.5,6660.83
1619,6716.74
1619.5,6769.42
1620,6811.95
1620.5,6928.7
1621,7012.68
1621.5,7092.33
1622,7134.67
1622.5,7214.19
1623,7216.13
1623.5,7278.86
1624,7381.02
1624.5,7501.62
1625,7586.42
1625.5,7573.13
1626,7588.92
1626.5,7621.15
1627,7844.12
1627.5,7782.82
1628,7621.1
1628.5,7435.32
1629,7225.05
1629.5,7004.38
1630,6772.36
1630.5,6529.92
1631,6429.52
1631.5,6236.9
1632,5919.64
1632.5,5751.39
1633,5578.92
1633.5,5401.8
1634,5430.35
1634.5,5441.75
1635,5434.95
1635.5,5419.69
1636,5431.17
1636.5,5485.13
1637,5538.25
1637.5,5721.74
1638,5931.75
1638.5,6214.85
1639,6441.91
1639.5,6679.37
1640,6648.67
1640.5,6608.15
1641,6549.95
1641.5,6561.78
1642,6497.23
1642.5,6491.7
1643,6533.96
1643.5,6549.81
1644,6611.1
1644.5,6645.44
1645,6746.74
1645.5,6798.71
1646,6892.31
1646.5,7018.24
1647,7087.99
1647.5,7175.58
1648,7324.38
1648.5,7485.88
1649,7632.63
1649.5,7639.3
1650,7495.5
1650.5,7454.08
1651,7613.07
1651.5,7551.63
1652,7378.47
1652.5,7279.27
1653,7053.78
1653.5,6898.21
1654,6739.29
1654.5,6580.56
1655,6465.99
1655.5,6242.98
1656,5946.37
1656.5,5767.97
1657,5707.83
1657.5,5582.02
1658,5516.31
1658.5,5477.7
